,Epochs,Current_State,Pit_Position,Goal_Position,Wall_Position,Action,Reward,Next_State,Epsilon_Boolean,Q_Max,Q1_Current,Q2_Current,Q3_Current,Q4_Current,Q1_Next,Q2_Next,Q3_Next,Q4_Next,Q_Next_Max,Y
16928,1519,0,11,7,6,3,-1,1,0,4.522266387939453,3.7684361934661865,3.9219698905944815,3.3734371662139893,4.522266387939453,4.318620204925537,3.903867244720459,3.2238399982452397,6.312498569488525,6.312498569488525,4.681248712539673
16934,1520,13,9,4,10,2,-1,12,0,4.296724319458008,3.729434013366699,1.7668999433517456,4.296724319458008,-0.0574047490954399,6.377073764801025,2.2020909786224365,3.569724798202514,4.050721168518066,6.377073764801025,4.739366388320923
16938,1520,12,9,4,10,0,-1,8,0,6.398828506469727,6.398828506469727,2.2292256355285645,3.455573797225952,3.9364614486694336,10.190707206726074,4.662179946899414,5.720965385437012,1.0339924097061155,10.190707206726074,8.171636486053467
16939,1520,8,9,4,10,0,10,4,0,10.207509994506836,10.207509994506836,4.649788856506348,5.701434135437012,1.0005873441696167,8.034399032592773,7.452333927154541,6.634955406188965,6.135152339935303,8.034399032592773,10.0
16943,1524,9,10,0,3,0,-1,5,0,6.815481185913086,6.815481185913086,3.911743402481079,5.276151180267334,0.6095728874206543,8.13233470916748,5.231626033782959,6.9486165046691895,3.197481155395508,8.13233470916748,6.319101238250733
16944,1524,5,10,0,3,0,-1,1,0,8.125213623046875,8.125213623046875,5.226795673370361,6.946917533874512,3.1620490550994877,6.822389602661133,7.528034210205078,9.633649826049805,6.974645137786865,9.633649826049805,7.670284843444824
16948,1525,8,13,5,2,3,-1,9,0,8.26305103302002,7.290640830993652,3.2083516120910645,6.850876331329346,8.26305103302002,11.227239608764648,3.863603591918945,6.649221420288086,7.23533821105957,11.227239608764648,9.104515647888183
16949,1525,9,13,5,2,0,10,5,0,11.2195463180542,11.2195463180542,3.842660188674927,6.661698818206787,7.287362098693848,7.353410720825195,7.858498573303223,7.3284125328063965,6.799787521362305,7.858498573303223,10.0
16950,1526,4,10,13,11,3,-1,5,0,5.811309337615967,2.104743242263794,5.058533191680908,5.479183197021484,5.811309337615967,4.339300632476807,7.711755752563477,4.452367305755615,3.1192800998687744,7.711755752563477,5.940580177307129
16952,1526,9,10,13,11,1,10,13,0,9.729766845703123,6.233765125274658,9.729766845703123,6.158900260925293,1.8966819047927856,5.540870666503906,6.691824436187744,5.521203994750977,4.015020370483398,6.691824436187744,10.0
16954,1527,7,14,1,11,0,-1,3,0,6.96415901184082,6.96415901184082,4.032620429992676,5.876991748809815,4.661922454833984,5.407118797302246,3.093602418899536,6.513299942016602,4.5494704246521,6.513299942016602,4.861969947814941
16955,1527,3,14,1,11,2,-1,2,0,6.513468265533447,5.408236980438232,3.1020729541778564,6.513468265533447,4.530436992645264,5.551384449005127,0.9241362810134888,9.066484451293944,6.96972131729126,9.066484451293944,7.159836006164552
16963,1528,15,6,2,3,3,-1,15,0,4.348581790924072,3.4130747318267822,2.1296980381011963,0.9696533679962158,4.348581790924072,3.3796274662017822,2.132495164871216,0.962411642074585,4.364017963409424,4.364017963409424,2.9276161670684817
16970,1528,11,6,2,3,3,-1,11,0,5.594518661499023,4.39353084564209,2.9523112773895264,3.315998077392578,5.594518661499023,4.47506856918335,3.005656480789185,3.3516242504119877,5.652389526367188,5.652389526367188,4.087150573730469
16996,1528,7,6,2,3,0,-1,7,0,1.9847663640975952,1.9847663640975952,1.5979324579238892,-0.1343989372253418,1.669734001159668,1.8887089490890503,1.495952606201172,-0.2172092497348785,1.5847328901290894,1.8887089490890503,0.6998380541801452
17010,1529,10,7,15,14,3,-1,11,0,6.792824745178223,3.0377776622772217,6.415006637573242,4.042716503143311,6.792824745178223,1.927771806716919,6.841696262359619,6.9948554039001465,5.233880043029785,6.9948554039001465,5.295369863510132
17018,1529,6,7,15,14,1,-1,10,0,4.269782543182373,0.8954592943191528,4.269782543182373,1.336060643196106,-3.1908180713653564,2.3715646266937256,4.326560020446777,2.163061141967773,4.219967842102051,4.326560020446777,2.8939040184021
17041,1530,14,9,4,7,3,-1,15,0,3.465904712677002,3.138244390487671,1.5004324913024902,2.1878907680511475,3.465904712677002,2.9042561054229736,1.248561143875122,2.258930921554565,2.1845877170562744,2.9042561054229736,1.6138304948806763
17042,1530,15,9,4,7,0,-1,11,0,2.834240436553955,2.834240436553955,1.1290159225463867,2.166714906692505,2.12831711769104,3.479245662689209,3.0233688354492188,3.589822292327881,1.909709453582764,3.589822292327881,2.230840063095093
17043,1530,11,9,4,7,2,-1,10,0,3.4882349967956543,3.303974151611328,2.8361120223999023,3.4882349967956543,1.7979727983474731,4.473743915557861,3.586873769760132,4.494374752044678,3.46211838722229,4.494374752044678,3.0449372768402103
17044,1530,10,9,4,7,2,-10,9,0,4.434872150421143,4.337523460388184,3.4950802326202397,4.434872150421143,3.376585960388184,5.122875213623047,3.1952061653137207,4.80603551864624,3.0708541870117188,5.122875213623047,-5.389412307739257
17046,1531,2,3,1,15,2,10,1,0,8.649864196777344,5.991857051849365,5.192573547363281,8.649864196777344,4.532073497772217,7.351470470428467,5.955255508422852,7.911354064941406,7.568498611450195,7.911354064941406,10.0
17051,1533,13,0,11,3,3,-1,14,0,6.310967445373535,5.194274425506592,5.414121627807617,4.683155059814453,6.310967445373535,6.265534400939941,5.551800727844238,5.215842723846436,8.13602352142334,8.13602352142334,6.322421169281006
17052,1533,14,0,11,3,3,-1,15,0,8.063077926635742,6.246405601501465,5.509629249572754,5.16008186340332,8.063077926635742,8.577999114990234,6.528503894805908,5.886394023895264,7.013010501861572,8.577999114990234,6.720199203491212
17054,1533,15,0,11,3,0,10,11,0,8.404513359069824,8.404513359069824,6.365573883056641,5.747294425964356,6.8307952880859375,5.08286190032959,7.450639724731445,4.249637603759766,6.005308628082275,7.450639724731445,10.0
17058,1535,10,2,5,0,2,-1,9,0,8.83143138885498,8.270124435424805,5.4212751388549805,8.83143138885498,4.170708179473877,11.0460844039917,6.767490863800049,6.916208744049072,7.063290596008301,11.0460844039917,8.941475963592529
17061,1536,11,1,14,12,2,-1,10,0,8.99497127532959,3.913334369659424,7.837667942047119,8.99497127532959,5.567519664764404,5.685038566589356,10.199780464172363,7.383617401123047,3.911571741104126,10.199780464172363,8.179802417755127
17062,1536,10,1,14,12,1,10,14,0,10.24172306060791,5.73944616317749,10.24172306060791,7.381796836853027,3.93379282951355,8.045527458190918,8.569584846496582,8.093718528747559,6.25714921951294,8.569584846496582,10.0
17064,1537,7,3,9,6,1,-1,11,0,5.397380352020264,2.8071627616882324,5.397380352020264,4.933720588684082,2.0372180938720703,5.818522930145264,5.279778480529785,6.5999674797058105,6.487910747528076,6.5999674797058105,4.9399707317352295
17067,1538,11,0,13,3,1,-1,15,0,6.176619529724121,3.670058965682984,6.176619529724121,6.12788724899292,4.134025573730469,4.65750789642334,7.1252288818359375,8.220149993896484,4.370139122009277,8.220149993896484,6.398134994506836
17068,1538,15,0,13,3,2,-1,14,0,8.225870132446289,4.68394660949707,7.112972259521484,8.225870132446289,4.361884117126465,6.208026885986328,7.988913536071777,9.960139274597168,7.031187534332275,9.960139274597168,7.964125347137452
17069,1538,14,0,13,3,2,10,13,0,9.975152015686035,6.211401462554932,7.9787445068359375,9.975152015686035,7.003535270690918,7.255098342895508,7.796825885772705,7.36668062210083,6.158929347991943,7.796825885772705,10.0
17070,1539,2,11,4,3,2,-1,1,0,5.9236907958984375,4.049624919891357,5.26025390625,5.9236907958984375,4.007986545562744,6.404958724975586,9.54581069946289,7.24423360824585,6.036896705627441,9.54581069946289,7.591229629516603
17075,1540,14,7,5,1,2,-1,13,0,9.738987922668455,8.149343490600586,6.7737555503845215,9.738987922668455,4.85904598236084,9.306330680847168,8.111199378967285,7.7887983322143555,7.583531379699707,9.306330680847168,7.375697612762451
17076,1540,13,7,5,1,0,-1,9,0,9.23240852355957,9.23240852355957,8.074308395385742,7.692224025726318,7.583639621734619,11.162850379943848,8.273713111877441,6.901902198791504,7.433451175689697,11.162850379943848,9.046565341949464
17078,1541,7,2,9,8,1,-1,11,0,3.137894868850708,1.864828824996948,3.137894868850708,3.012203931808472,-0.4038956761360168,1.397342562675476,4.023333549499512,4.30333948135376,1.804241418838501,4.30333948135376,2.873005533218384
17079,1541,11,2,9,8,2,-1,10,0,4.298497676849365,1.404769778251648,4.015844821929932,4.298497676849365,1.8285471200942995,4.146183967590332,6.891963005065918,8.430168151855469,0.6186293363571167,8.430168151855469,6.587151336669922
17088,1542,13,11,15,6,1,-1,13,0,5.938145637512207,4.324471473693848,5.938145637512207,4.273717403411865,5.833673000335693,4.345997333526611,5.903547286987305,4.225677967071533,5.930686950683594,5.930686950683594,4.337618255615235
17095,1543,5,6,7,10,0,-1,1,0,5.901824474334717,5.901824474334717,5.521137237548828,4.457869052886963,2.218613386154175,4.679762363433838,5.072197437286377,3.5182671546936035,6.535239219665527,6.535239219665527,4.881715297698975
17096,1543,1,6,7,10,3,-1,2,0,6.569627285003662,4.672176837921143,5.03627347946167,3.5191586017608643,6.569627285003662,6.15201473236084,4.842373847961426,4.391940116882324,7.312438011169434,7.312438011169434,5.58119421005249
17100,1544,14,13,6,10,0,-1,14,0,6.0281500816345215,6.0281500816345215,5.596147060394287,4.095873832702637,5.352988243103027,6.014712810516357,5.629234790802002,4.164841175079346,5.455041885375977,6.014712810516357,4.413241529464722
17102,1544,15,13,6,10,0,-1,11,0,7.218932628631592,7.218932628631592,5.154933929443359,6.194571971893311,4.989949703216553,7.842634677886963,6.466716766357422,6.96638822555542,7.4708428382873535,7.842634677886963,6.058371210098267
17105,1545,4,3,9,5,1,-1,8,0,7.692977428436279,4.304766178131104,7.692977428436279,5.917000770568848,5.288595199584961,6.952045440673828,7.006145000457764,7.430607318878174,10.137134552001951,10.137134552001951,8.123421096801758
17108,1545,12,3,9,5,3,-1,13,0,9.896102905273438,8.645249366760254,7.7927165031433105,9.18310546875,9.896102905273438,10.681591987609863,7.354233741760254,5.872279644012451,6.979818344116211,10.681591987609863,8.613432788848877
17109,1545,13,3,9,5,0,10,9,0,10.700408935546877,10.700408935546877,7.337482452392578,5.8926262855529785,7.016566276550293,5.139797210693359,7.047271251678467,6.905179500579834,7.410727024078369,7.410727024078369,10.0
17111,1547,1,6,10,2,1,-1,5,0,5.86935567855835,4.772508144378662,5.86935567855835,2.0585174560546875,4.2077460289001465,6.939287662506104,8.027443885803223,5.951375961303711,2.9798216819763184,8.027443885803223,6.2246994972229
17112,1547,5,6,10,2,1,-1,9,0,8.06215763092041,6.981073379516602,8.06215763092041,5.919291496276856,3.000885009765625,5.619292736053467,7.450788497924805,8.000499725341797,10.28526782989502,10.28526782989502,8.256741046905518
17114,1548,3,4,12,0,2,-1,2,0,-1.4070183038711548,-2.9348864555358887,-2.4675917625427246,-1.4070183038711548,-4.695286273956299,-2.098484516143799,-0.1986316740512848,1.4234846830368042,-1.712016224861145,1.4234846830368042,0.2811362147331238
17117,1548,7,4,12,0,2,-1,6,0,2.015918731689453,-2.3985719680786133,0.444068968296051,2.015918731689453,-0.556196928024292,-3.2029263973236084,1.209610104560852,2.279840469360352,-3.0952017307281494,2.279840469360352,1.0518564224243163
17118,1548,6,4,12,0,2,-1,5,0,2.371485471725464,-3.202009677886963,1.244075059890747,2.371485471725464,-3.0355064868927,0.1011034622788429,4.498690128326416,-0.409034788608551,-1.966468811035156,4.498690128326416,3.0488211154937748
17123,1548,10,4,12,0,2,-1,9,0,4.4842143058776855,0.3062322735786438,2.365095853805542,4.4842143058776855,-0.8343643546104431,0.159640222787857,3.768134832382202,6.38649320602417,1.3624753952026367,6.38649320602417,4.747843885421753
17124,1548,9,4,12,0,2,-1,8,0,6.394347190856934,0.1560899913311004,3.790835380554199,6.394347190856934,1.4726935625076294,0.1427886486053466,7.609606742858887,7.091598510742188,5.279239177703857,7.609606742858887,5.848646068572998
17125,1548,8,4,12,0,1,10,12,0,7.624249935150146,0.1769272089004516,7.624249935150146,7.082245349884033,5.31246280670166,5.270303726196289,7.679406642913818,6.170752048492432,3.345261812210083,7.679406642913818,10.0
17131,1550,3,9,7,2,3,-1,3,0,5.649272918701172,4.935831546783447,5.546083450317383,4.730720043182373,5.649272918701172,4.877085208892822,5.550817489624023,4.698576927185059,5.635255336761475,5.635255336761475,4.071729803085328
17154,1551,12,13,10,0,2,-1,12,0,2.8937032222747803,2.801082134246826,1.8474133014678955,2.8937032222747803,1.6675715446472168,2.858394861221313,1.8945655822753904,2.925266027450561,1.673300862312317,2.925266027450561,1.6327394247055054
17155,1551,12,13,10,0,0,-1,8,0,2.7896740436553955,2.7896740436553955,1.6274675130844116,2.758077621459961,1.5243488550186155,3.326659202575684,1.5059515237808228,5.469239234924316,7.112281799316406,7.112281799316406,5.401053619384766
17157,1551,9,13,10,0,3,10,10,0,10.006614685058594,4.116456985473633,1.7642288208007812,5.72833251953125,10.006614685058594,6.884934425354004,4.24274206161499,5.815341949462891,6.041425704956055,6.884934425354004,10.0
17159,1552,11,10,6,0,1,-1,15,0,5.943168640136719,4.878653049468994,5.943168640136719,5.748899459838867,4.418920040130615,2.381555318832397,4.313117504119873,5.526093482971191,2.9897258281707764,5.526093482971191,3.973484134674073
17182,1552,13,10,6,0,2,-1,12,0,4.355083465576172,3.0600430965423584,3.002740859985352,4.355083465576172,2.709252119064331,3.514824390411377,2.316392421722412,3.678696155548096,4.855462551116943,4.855462551116943,3.3699162960052496
17187,1552,14,10,6,0,1,-1,14,0,2.3833253383636475,-0.688608705997467,2.3833253383636475,2.341383218765259,2.1631226539611816,-0.7458274960517883,2.314760684967041,2.4077298641204834,2.105950355529785,2.4077298641204834,1.1669568777084351
17188,1552,14,10,6,0,2,-1,13,0,2.216805458068848,-0.7820465564727783,2.156500101089477,2.216805458068848,1.8622090816497805,3.2591240406036377,2.2281806468963623,2.9930341243743896,0.9226315021514891,3.2591240406036377,1.933211636543274
17193,1552,9,10,6,0,2,-1,8,0,4.055027961730957,3.800460815429688,2.702214002609253,4.055027961730957,2.4112744331359863,1.942989468574524,1.7433403730392456,2.6584880352020264,3.491922616958618,3.491922616958618,2.1427303552627563
17196,1552,8,10,6,0,3,-1,9,0,3.1009554862976074,1.6510467529296875,1.3921356201171875,2.270025491714477,3.1009554862976074,3.697657823562622,2.438878059387207,3.258185625076294,2.168919801712036,3.697657823562622,2.32789204120636
17199,1552,4,10,6,0,3,-1,5,0,6.883017063140869,3.145343065261841,4.001341819763184,4.278247356414795,6.883017063140869,2.8432130813598637,5.406094551086426,2.974727869033813,7.818428993225098,7.818428993225098,6.036586093902588
17201,1553,10,3,4,12,2,-1,9,0,6.378785133361816,5.71002721786499,4.467223644256592,6.378785133361816,3.6949989795684814,8.058417320251465,7.8205246925354,8.527201652526855,7.211120128631592,8.527201652526855,6.6744814872741705
17204,1554,8,5,2,4,3,-1,9,0,4.378890514373779,4.113894939422607,2.193001270294189,3.439194679260254,4.378890514373779,3.5521504878997803,1.4799535274505615,1.4314817190170288,5.284377098083496,5.284377098083496,3.755939388275147
17205,1554,9,5,2,4,3,-1,10,0,5.311435699462891,3.567502737045288,1.4855153560638428,1.4100295305252075,5.311435699462891,6.875282764434815,3.172022819519043,5.969506740570068,5.594266891479492,6.875282764434815,5.1877544879913335
17211,1555,2,13,8,9,1,-1,6,0,5.51500129699707,4.330694675445557,5.51500129699707,4.655855655670166,3.326725006103516,4.386173248291016,3.9164719581604,5.564722061157227,4.177543640136719,5.564722061157227,4.008249855041504
17212,1555,6,13,8,9,2,-1,5,0,5.5241570472717285,4.36728572845459,3.8823728561401367,5.5241570472717285,4.128031253814697,4.770639419555664,5.310348033905029,7.049065589904785,3.395516395568848,7.049065589904785,5.344159030914307
17214,1555,1,13,8,9,2,-1,0,0,6.123530387878418,3.0535809993743896,4.432998180389404,6.123530387878418,2.88846206665039,5.135529041290283,8.017212867736816,5.409280300140381,4.884049415588379,8.017212867736816,6.215491580963135
17215,1555,0,13,8,9,1,-1,4,0,7.967428684234619,5.1371235847473145,7.967428684234619,5.40548849105835,4.857964038848877,4.239081382751465,9.64981174468994,6.362586498260498,6.483627796173096,9.64981174468994,7.684830570220948
17218,1556,14,4,7,8,3,-1,15,0,8.423079490661621,6.971965312957764,7.678496360778809,5.46330451965332,8.423079490661621,10.19255256652832,8.822452545166016,5.721724033355713,8.287627220153809,10.19255256652832,8.173297309875489
17221,1557,2,14,9,7,1,-1,6,0,2.3845834732055664,0.6159375309944153,2.3845834732055664,1.2382818460464478,-1.1357229948043823,1.4580341577529907,3.880679130554199,1.312741994857788,-0.9105539321899414,3.880679130554199,2.49261121749878
17222,1557,6,14,9,7,1,-1,10,0,3.924700975418091,1.4431419372558594,3.924700975418091,1.3719489574432373,-0.8480669856071472,2.5689947605133057,1.0224077701568604,6.972698211669922,0.5375086069107056,6.972698211669922,5.27542839050293
17226,1559,12,14,1,13,0,-1,8,0,5.171399116516113,5.171399116516113,3.030898094177246,4.56400203704834,2.8430190086364746,7.497230052947998,3.478931188583374,5.411577224731445,3.6526310443878174,7.497230052947998,5.747507047653198
17230,1559,8,14,1,13,0,-1,4,0,7.530186176300049,7.530186176300049,3.504857301712036,5.382957935333252,3.572838544845581,8.270389556884766,4.523105144500732,7.169078350067139,7.788979053497314,8.270389556884766,6.443350601196289
17231,1559,4,14,1,13,0,-1,0,0,8.291982650756836,8.291982650756836,4.541289329528809,7.187546730041504,7.772036075592041,7.635613918304443,7.820856094360352,7.333076477050781,9.95230484008789,9.95230484008789,7.957074356079103
17232,1559,0,14,1,13,3,10,1,0,9.932769775390623,7.61785888671875,7.840072154998779,7.347132682800293,9.932769775390623,8.003390312194824,3.440821647644043,9.65113925933838,7.005898475646973,9.65113925933838,10.0
17237,1560,9,15,7,10,3,-1,9,0,4.745507717132568,4.491306781768799,3.2845137119293213,3.448976993560791,4.745507717132568,4.501213550567627,3.294665575027466,3.451843738555908,4.750876426696777,4.750876426696777,3.2757887840271
17239,1560,5,15,7,10,0,-1,1,0,5.254851341247559,5.254851341247559,4.536194801330566,5.185184955596924,5.204378128051758,4.616455078125,3.607571601867676,3.603700876235962,5.151237487792969,5.151237487792969,3.636113739013672
17240,1560,1,15,7,10,3,-1,2,0,5.138949394226074,4.600579261779785,3.607224702835083,3.618271589279175,5.138949394226074,5.917614459991455,4.986148357391357,4.239947319030762,6.570496559143066,6.570496559143066,4.91344690322876
17243,1561,7,6,0,9,0,-1,3,0,1.3633731603622437,1.3633731603622437,0.4211994409561157,-1.350633144378662,0.600141704082489,1.738352656364441,1.5980628728866575,3.3054018020629883,1.0799522399902344,3.3054018020629883,1.9748616218566892
17245,1561,3,6,0,9,2,-1,2,0,3.337953329086304,1.8072395324707031,1.6486159563064575,3.337953329086304,1.142527461051941,3.2848551273345947,-0.8082010746002197,6.291403770446777,2.4404001235961914,6.291403770446777,4.6622633934021
17246,1561,2,6,0,9,2,-1,1,0,6.270134449005127,3.289214372634888,-0.8070486187934875,6.270134449005127,2.4313411712646484,5.964276313781738,4.437480926513672,8.427382469177246,5.568912982940674,8.427382469177246,6.584644222259522
17261,1562,15,0,4,1,1,-1,15,0,3.6382510662078857,1.404976725578308,3.6382510662078857,3.576451778411865,1.1885936260223389,1.3932448625564575,3.5666258335113525,3.4866373538970947,1.1189533472061155,3.5666258335113525,2.2099632501602176
17262,1562,15,0,4,1,2,-1,14,0,3.43046498298645,1.3426036834716797,3.424612045288086,3.43046498298645,1.0984182357788086,3.395128011703491,3.0947458744049072,5.255373001098633,2.728072166442871,5.255373001098633,3.7298357009887697
17263,1562,14,0,4,1,2,-1,13,0,5.245556831359863,3.3533308506011963,2.945732831954956,5.245556831359863,2.7306108474731445,5.244373798370361,4.862507343292236,5.8813018798828125,2.87259292602539,5.8813018798828125,4.293171691894531
17264,1562,13,0,4,1,2,-1,12,0,5.8718743324279785,5.218809127807617,4.7682390213012695,5.8718743324279785,2.8649163246154785,7.416926383972168,6.389161109924316,6.778780937194824,5.71390962600708,7.416926383972168,5.675233745574952
17265,1562,12,0,4,1,0,-1,8,0,7.386888027191162,7.386888027191162,6.272054672241211,6.718215465545654,5.686066627502441,7.750955581665039,6.691351890563965,6.639220237731934,5.585036277770996,7.750955581665039,5.975860023498536
17269,1563,1,8,15,5,3,-1,2,0,4.207924842834473,2.303016185760498,4.203771114349365,0.6411229968070984,4.207924842834473,1.969172477722168,4.174931526184082,1.5243501663208008,4.0705389976501465,4.174931526184082,2.757438373565674
17277,1563,1,8,15,5,1,-1,1,0,4.229840755462647,2.2031514644622803,4.229840755462647,0.8848170042037964,3.953085660934448,2.1889984607696533,4.204098224639893,0.9056670665740968,3.9338033199310303,4.204098224639893,2.7836884021759034
17279,1563,2,8,15,5,1,-1,6,0,3.915225028991699,1.881390690803528,3.915225028991699,2.177919626235962,3.9000067710876474,1.9521888494491575,7.689425468444824,4.029479026794434,5.730000019073486,7.689425468444824,5.920482921600342
17280,1563,6,8,15,5,1,-1,10,0,7.56912088394165,1.866683006286621,7.56912088394165,4.007646083831787,5.670775890350342,3.680751323699951,8.332025527954102,3.6356394290924072,5.594792366027832,8.332025527954102,6.498822975158691
17283,1564,14,12,10,8,0,10,10,0,8.554396629333496,8.554396629333496,6.5615339279174805,5.820403099060059,7.055569171905518,8.334808349609375,6.679657936096191,8.55504035949707,7.345974922180176,8.55504035949707,10.0
17285,1565,14,2,15,7,3,10,15,0,8.624319076538086,3.0394458770751958,5.442544937133789,5.86647367477417,8.624319076538086,3.2271816730499268,4.689435958862305,5.887296199798584,4.451761722564697,5.887296199798584,10.0
17287,1567,11,6,10,1,2,10,10,0,9.01919174194336,4.107211112976074,4.461775302886963,9.01919174194336,6.948490619659424,5.295384407043457,6.630248546600342,7.402231216430664,6.30568265914917,7.402231216430664,10.0
17292,1570,11,12,1,5,0,-1,7,0,5.253400802612305,5.253400802612305,0.3008935153484344,5.18815803527832,4.280608654022217,6.4272332191467285,3.829946994781494,6.747387886047363,5.439706325531006,6.747387886047363,5.072649097442628
17293,1570,7,12,1,5,2,-1,6,0,6.745286464691162,6.44126558303833,3.900092363357544,6.745286464691162,5.433207988739014,6.054493427276611,3.3686814308166504,5.874743461608887,5.097115993499756,6.054493427276611,4.449044084548951
17294,1570,6,12,1,5,0,-1,2,0,5.986990928649902,5.986990928649902,3.397638320922852,5.84263277053833,5.088011264801025,7.796959400177002,1.1269534826278689,11.03271198272705,6.347997188568115,11.03271198272705,8.929440784454346
17296,1570,2,12,1,5,2,10,1,0,10.867445945739746,7.7951979637146,1.209779977798462,10.867445945739746,6.290537357330322,7.0765581130981445,2.76993989944458,10.335615158081056,7.076449871063232,10.335615158081056,10.0
17298,1571,1,15,5,14,1,10,5,0,9.848176956176758,7.31584358215332,9.848176956176758,6.9542155265808105,7.928921222686768,6.215755939483643,7.585254192352295,7.8296942710876465,6.689806938171387,7.8296942710876465,10.0
17299,1572,5,10,15,8,1,-1,9,0,1.8149590492248533,-1.5407662391662598,1.8149590492248533,-2.3920798301696777,-2.814225912094116,2.804574966430664,3.607487440109253,-2.352609634399414,-2.656459093093872,3.607487440109253,2.2467386960983275
17314,1572,12,10,15,8,3,-1,13,0,0.7680147886276245,-2.9981560707092285,-0.5576152801513672,-0.6249048113822937,0.7680147886276245,1.79483163356781,2.043546676635742,-0.5833504796028137,2.0506982803344727,2.0506982803344727,0.8456284523010253
17315,1572,13,10,15,8,3,-1,14,0,1.7500839233398438,1.5253139734268188,1.4771465063095093,-0.6954138875007629,1.7500839233398438,-4.019586563110352,-0.7651169896125793,-0.0960051119327545,5.721343994140625,5.721343994140625,4.149209594726563
17316,1572,14,10,15,8,3,10,15,0,5.523444175720215,-4.197731971740723,-1.0986758470535278,-0.1547939926385879,5.523444175720215,-0.8211300373077393,0.5440356135368347,-0.87606281042099,1.22368323802948,1.22368323802948,10.0
17317,1573,8,1,11,10,3,-1,9,0,5.559207916259766,5.481504917144775,4.39873743057251,4.216224193572998,5.559207916259766,6.617640972137451,5.959000587463379,4.39743185043335,6.121561527252197,6.617640972137451,4.955876874923706
17318,1573,9,1,11,10,0,-1,5,0,6.665226459503174,6.665226459503174,5.992934703826904,4.435924053192139,6.138225555419922,1.123278021812439,5.816997528076172,6.562168121337891,8.011383056640625,8.011383056640625,6.210244750976563
17319,1573,5,1,11,10,3,-1,6,0,8.033515930175781,1.1587369441986084,5.869391441345215,6.592437267303467,8.033515930175781,4.732545852661133,6.608031272888184,7.548892498016357,9.916138648986816,9.916138648986816,7.924524784088135
17320,1573,6,1,11,10,3,-1,7,0,9.958418846130373,4.758339405059815,6.682991027832031,7.589988231658935,9.958418846130373,7.447225570678711,10.002674102783203,7.335711479187012,9.43708610534668,10.002674102783203,8.002406692504882
17322,1574,7,13,9,0,1,-1,11,0,5.109422206878662,3.390151262283325,5.109422206878662,4.059664249420166,3.5108838081359863,2.0808608531951904,4.516674041748047,6.709961891174316,4.801148891448975,6.709961891174316,5.038965702056885
17329,1575,15,12,8,4,0,-1,11,0,3.671083927154541,3.671083927154541,0.7249407768249512,0.3714435398578644,1.3987253904342651,2.954359531402588,0.4305393397808075,5.150929927825928,4.266684532165527,5.150929927825928,3.635836935043336
17330,1575,11,12,8,4,2,-1,10,0,5.160829544067383,2.956329345703125,0.4063663482666015,5.160829544067383,4.25440788269043,5.03485631942749,1.8295791149139404,7.967819690704346,4.15947961807251,7.967819690704346,6.171037721633911
17333,1576,11,14,8,2,2,-1,10,0,3.719497203826904,3.132509231567383,2.113097667694092,3.719497203826904,3.708407163619995,4.520300388336182,-1.6112502813339231,7.007803916931152,3.972146034240722,7.007803916931152,5.307023525238037
17334,1576,10,14,8,2,2,-1,9,0,6.971746921539307,4.484366416931152,-1.624021053314209,6.971746921539307,3.951011657714844,5.16071081161499,2.6704695224761963,9.958378791809082,7.516125202178955,9.958378791809082,7.9625409126281745
17335,1576,9,14,8,2,2,10,8,0,9.906761169433594,5.107945919036865,2.7000274658203125,9.906761169433594,7.508537292480469,6.389063835144043,7.802842140197754,5.713503360748291,6.323635578155518,7.802842140197754,10.0
17339,1577,8,13,1,10,2,-1,8,0,4.966602325439453,4.898859024047852,2.7263498306274414,4.966602325439453,3.965503215789795,4.874290466308594,2.716245651245117,4.980649948120117,3.874397993087769,4.980649948120117,3.482584953308105
17350,1579,2,5,15,12,3,-1,3,0,3.639779567718506,2.429994821548462,3.335163116455078,2.527292251586914,3.639779567718506,3.6161258220672607,5.496915340423584,3.704822540283203,4.211259365081787,5.496915340423584,3.947223806381226
17351,1579,3,5,15,12,1,-1,7,0,5.480101585388184,3.599050521850586,5.480101585388184,3.61753249168396,4.176036834716797,2.67504620552063,6.66124439239502,3.821584463119507,5.267823219299316,6.66124439239502,4.995119953155518
17352,1579,7,5,15,12,1,-1,11,0,6.640842914581299,2.6454198360443115,6.640842914581299,3.739892482757568,5.225280284881592,3.795629739761353,8.317634582519531,5.9147257804870605,7.185035705566406,8.317634582519531,6.485871124267578
17353,1579,11,5,15,12,1,10,15,0,8.277116775512695,3.755271196365357,8.277116775512695,5.851400375366211,7.15097188949585,4.204586505889893,4.481937885284424,5.540987491607666,5.195324897766113,5.540987491607666,10.0
17355,1581,1,3,4,13,2,-1,0,0,5.907462596893311,4.367147922515869,5.786805629730225,5.907462596893311,4.193087100982666,5.00563907623291,8.28984260559082,5.386282920837402,5.55504846572876,8.28984260559082,6.460858345031738
17359,1582,3,2,10,8,1,-1,7,0,6.830197811126709,4.8917646408081055,6.830197811126709,5.7944159507751465,5.178923606872559,4.561373710632324,5.791919708251953,9.239519119262695,6.674177169799805,9.239519119262695,7.315567207336427
