,Q1_arr,Q2_arr,Action,Reward,Done,Q_max,X,Y,Gamma
0,5.73/7.94/6.08/6.33,5.67/7.87/6.0/6.27,2.0,-1.0,0.0,7.8731255531311035,6.076590061187744,6.085813045501709,0.9
1,2.1/1.63/1.26/0.99,2.13/1.66/1.28/1.01,3.0,-1.0,0.0,2.1269876956939697,0.9882102608680725,0.9142888784408569,0.9
2,0.61/1.61/8.22/1.45,10.29/4.87/3.29/6.31,2.0,-1.0,0.0,10.291929244995117,8.218710899353027,8.262736320495605,0.9
3,2.76/3.63/4.3/6.53,4.79/5.1/5.49/8.25,3.0,-1.0,0.0,8.248627662658691,6.530395030975342,6.423764705657959,0.9
4,4.74/4.82/6.05/2.08,5.95/7.9/6.17/4.74,2.0,-1.0,0.0,7.895865440368652,6.045648097991943,6.106278896331787,0.9
5,6.25/8.7/9.3/5.87,4.19/7.35/8.0/4.91,0.0,-1.0,0.0,8.000618934631348,6.2534661293029785,6.200556755065918,0.9
6,5.45/2.96/0.93/6.21,7.55/4.63/5.84/7.87,3.0,-1.0,0.0,7.869507312774658,6.213372230529785,6.082556247711182,0.9
7,8.29/5.31/5.5/3.47,10.4/6.4/5.82/5.41,0.0,-1.0,0.0,10.404897689819336,8.294569969177246,8.364407539367676,0.9
8,5.08/3.92/2.82/5.15,6.88/3.47/5.02/6.06,0.0,-1.0,0.0,6.883556842803955,5.078548908233643,5.1952009201049805,0.9
9,0.85/-1.3/-0.22/-1.29,-0.1/-2.11/-0.38/-1.4,3.0,-1.0,0.0,-0.09938649833202362,-1.2930409908294678,-1.0894478559494019,0.9
10,2.99/1.52/0.6/2.58,4.07/1.68/2.06/4.48,0.0,-1.0,0.0,4.475987911224365,2.99009108543396,3.0283889770507812,0.9
11,3.18/3.12/4.65/3.35,3.21/3.16/4.6/3.35,1.0,-1.0,0.0,4.601473808288574,3.1193041801452637,3.141326427459717,0.9
12,2.73/0.59/1.53/3.37,4.63/3.17/1.6/3.66,3.0,-1.0,0.0,4.629602909088135,3.3674535751342773,3.166642665863037,0.9
13,-0.37/6.46/3.64/3.28,6.07/8.12/5.65/6.6,1.0,-1.0,0.0,8.117753028869629,6.460050106048584,6.3059773445129395,0.9
14,1.88/1.79/1.88/3.14,1.87/1.75/1.85/3.16,2.0,-1.0,0.0,3.1567845344543457,1.881151795387268,1.8411059379577637,0.9
15,6.52/6.88/9.82/5.51,7.57/8.9/6.81/6.84,2.0,10.0,1.0,8.896770477294922,9.816367149353027,10.0,0.9
16,6.46/3.72/4.95/7.93,10.13/7.0/6.47/9.36,3.0,-1.0,0.0,10.134516716003418,7.925380229949951,8.121065139770508,0.9
17,7.97/4.53/4.76/5.54,10.07/6.6/4.5/6.01,0.0,-1.0,0.0,10.070802688598633,7.968379974365234,8.063722610473633,0.9
18,4.6/10.21/7.26/6.49,6.51/4.85/5.17/1.04,1.0,10.0,1.0,6.507981777191162,10.208248138427734,10.0,0.9
19,1.69/5.06/7.95/4.75,6.23/4.12/7.0/3.82,1.0,-1.0,0.0,6.999283313751221,5.058762073516846,5.2993550300598145,0.9
20,0.97/2.03/1.54/3.33,0.87/1.96/0.74/2.15,0.0,-1.0,0.0,2.1454789638519287,0.9739882349967957,0.9309309720993042,0.9
21,6.65/4.97/8.43/4.29,6.67/4.97/8.42/4.33,0.0,-1.0,0.0,8.421133995056152,6.648614406585693,6.5790205001831055,0.9
22,10.23/7.59/8.64/4.15,7.54/8.42/7.57/5.3,0.0,10.0,1.0,8.424271583557129,10.234439849853516,10.0,0.9
23,6.06/8.1/6.8/6.34,5.97/7.99/6.78/6.25,0.0,-1.0,0.0,7.989307880401611,6.060065269470215,6.1903767585754395,0.9
24,7.73/6.54/8.01/7.57,7.73/7.69/9.75/8.52,0.0,-1.0,0.0,9.748320579528809,7.731234073638916,7.7734880447387695,0.9
25,6.43/5.65/3.3/8.51,6.43/5.69/3.29/8.48,0.0,-1.0,0.0,8.47982406616211,6.433700084686279,6.631841659545898,0.9
26,5.93/7.89/6.7/6.18,7.82/10.09/7.72/7.59,1.0,-1.0,0.0,10.090019226074219,7.893627166748047,8.08101749420166,0.9
27,4.48/3.0/1.86/2.06,4.55/3.06/1.82/2.08,1.0,-1.0,0.0,4.550533771514893,2.996131658554077,3.095480442047119,0.9
28,0.93/1.5/2.17/3.31,2.21/4.95/2.09/4.7,3.0,-1.0,0.0,4.953053951263428,3.3051106929779053,3.4577484130859375,0.9
29,1.89/1.76/1.85/3.2,1.86/1.78/1.86/3.14,0.0,-1.0,0.0,3.1428062915802,1.8946212530136108,1.8285255432128906,0.9
30,8.12/4.44/5.97/4.77,7.27/6.0/10.14/7.28,0.0,-1.0,0.0,10.140732765197754,8.120835304260254,8.126659393310547,0.9
31,3.4/6.2/3.79/4.72,4.57/4.97/8.03/6.68,1.0,-1.0,0.0,8.03424072265625,6.199456691741943,6.23081636428833,0.9
32,0.73/1.66/3.01/6.11,7.93/4.47/3.87/6.28,3.0,-1.0,0.0,7.931802749633789,6.105715751647949,6.138622283935547,0.9
33,4.59/4.99/7.97/6.68,4.97/7.39/10.09/8.51,2.0,-1.0,0.0,10.093901634216309,7.971002101898193,8.084510803222656,0.9
34,8.23/7.12/10.03/6.27,5.63/4.42/7.11/7.24,2.0,10.0,1.0,7.240078926086426,10.029438972473145,10.0,0.9
35,6.64/4.93/8.41/4.33,6.64/4.96/8.41/4.34,0.0,-1.0,0.0,8.40725326538086,6.637140274047852,6.566527843475342,0.9
36,-0.13/-2.16/-0.38/-1.43,0.92/-1.34/-0.22/-1.3,2.0,-1.0,0.0,0.9239915013313293,-0.37505289912223816,-0.16840767860412598,0.9
37,0.89/-1.32/-0.19/-1.27,1.89/-0.5/2.01/-0.39,0.0,-1.0,0.0,2.005469799041748,0.885891854763031,0.8049228191375732,0.9
38,0.88/-1.35/-0.21/-1.33,0.86/-1.42/-0.31/-1.31,2.0,-1.0,0.0,0.8632733225822449,-0.21360844373703003,-0.22305405139923096,0.9
39,2.16/1.67/1.31/1.03,2.4/0.86/2.9/3.8,0.0,-1.0,0.0,3.7956159114837646,2.1596601009368896,2.4160542488098145,0.9
40,4.84/4.07/4.55/5.89,7.17/7.48/4.98/7.99,3.0,-1.0,0.0,7.9869303703308105,5.891846656799316,6.188237190246582,0.9
41,1.08/1.96/1.62/3.38,0.92/1.99/0.74/2.2,0.0,-1.0,0.0,2.201225519180298,1.075444221496582,0.9811029434204102,0.9
42,4.88/4.8/4.62/6.41,4.77/4.85/4.57/6.33,0.0,-1.0,0.0,6.326381683349609,4.875760078430176,4.6937432289123535,0.9
43,8.21/3.55/8.26/6.19,4.76/7.14/10.31/6.75,0.0,-1.0,0.0,10.306879997253418,8.21129035949707,8.276191711425781,0.9
44,3.01/4.82/3.35/4.21,3.77/5.74/4.77/6.64,1.0,-1.0,0.0,6.642836570739746,4.824408054351807,4.97855281829834,0.9
45,5.68/8.0/10.04/6.48,5.1/5.86/7.01/7.37,2.0,10.0,1.0,7.367925643920898,10.037873268127441,10.0,0.9
46,6.86/3.55/5.01/6.09,5.08/3.92/2.82/5.15,1.0,-1.0,0.0,5.151427745819092,3.5494890213012695,3.636284828186035,0.9
47,6.95/3.43/3.67/4.5,7.51/3.55/5.47/8.69,0.0,-1.0,0.0,8.69201946258545,6.952327728271484,6.822817325592041,0.9
48,6.24/4.99/7.87/4.76,8.23/7.12/10.03/6.27,2.0,-1.0,0.0,10.029438972473145,7.867866516113281,8.026494979858398,0.9
49,0.86/-1.32/-0.18/-1.38,0.83/-1.4/-0.27/-1.31,2.0,-1.0,0.0,0.8303035497665405,-0.17982861399650574,-0.25272685289382935,0.9
50,6.39/7.24/6.45/10.31,6.66/7.09/7.22/8.24,3.0,10.0,1.0,8.236884117126465,10.31344223022461,10.0,0.9
51,2.08/3.21/2.02/1.04,2.08/3.26/2.05/1.04,2.0,-1.0,0.0,3.2556731700897217,2.019010543823242,1.9301056861877441,0.9
52,0.97/0.67/0.82/1.67,1.01/0.65/0.83/1.76,1.0,-1.0,0.0,1.7605232000350952,0.6667134761810303,0.5844708681106567,0.9
53,4.0/5.05/8.01/4.51,2.2/0.92/6.19/2.53,3.0,-1.0,0.0,6.193076133728027,4.509869575500488,4.573768138885498,0.9
